"block_id","Row_drug","Col_drug","HSA_score","SampleID"
3535,"Selumetinib","MK-2206",1.329,"CLL33"
3536,"Selumetinib","Selumetinib",1.957,"CLL33"
3537,"Tipifarnib","Duvelisib",12.242,"CLL33"
3538,"Tipifarnib","Ibrutinib",9.842,"CLL33"
3539,"Tipifarnib","MK-2206",6.594,"CLL33"
3540,"Tipifarnib","Selumetinib",4.376,"CLL33"
3541,"Trametinib","Duvelisib",10.92,"CLL33"
3542,"Trametinib","Ibrutinib",10.513,"CLL33"
3543,"Trametinib","MK-2206",1.103,"CLL33"
3544,"Trametinib","Selumetinib",-3.497,"CLL33"
3545,"Venetoclax","Duvelisib",13.701,"CLL33"
3546,"Venetoclax","Ibrutinib",12.078,"CLL33"
3547,"Venetoclax","MK-2206",3.88,"CLL33"
3548,"Venetoclax","Selumetinib",2.069,"CLL33"
3549,"Vismodegib","Duvelisib",0.015,"CLL33"
3550,"Vismodegib","Ibrutinib",0.123,"CLL33"
3551,"Vismodegib","MK-2206",1.572,"CLL33"
3552,"Vismodegib","Selumetinib",2.331,"CLL33"
3553,"AZD8055","Duvelisib",4.416,"CLL34"
3554,"AZD8055","Ibrutinib",9.159,"CLL34"
3555,"AZD8055","MK-2206",2.27,"CLL34"
3556,"AZD8055","Selumetinib",2.536,"CLL34"
3557,"Birinapant","Duvelisib",12.152,"CLL34"
3558,"Birinapant","Ibrutinib",26.301,"CLL34"
3559,"Birinapant","MK-2206",6.479,"CLL34"
3560,"Birinapant","Selumetinib",6.932,"CLL34"
3561,"BX-912","Duvelisib",-4.332,"CLL34"
3562,"BX-912","Ibrutinib",0.908,"CLL34"
3563,"BX-912","MK-2206",-3.078,"CLL34"
3564,"BX-912","Selumetinib",-1.567,"CLL34"
3565,"CHIR-99021","Duvelisib",-0.534,"CLL34"
3566,"CHIR-99021","Ibrutinib",0.075,"CLL34"
3567,"CHIR-99021","MK-2206",0.123,"CLL34"
3568,"CHIR-99021","Selumetinib",3.678,"CLL34"
3569,"Dasatinib","Duvelisib",0.267,"CLL34"
3570,"Dasatinib","Ibrutinib",12.409,"CLL34"
3571,"Dasatinib","MK-2206",-6.729,"CLL34"
3572,"Dasatinib","Selumetinib",-2.288,"CLL34"
3573,"Duvelisib","Duvelisib",-0.274,"CLL34"
3574,"Duvelisib","Ibrutinib",9.881,"CLL34"
3575,"Duvelisib","MK-2206",0.583,"CLL34"
3576,"Duvelisib","Selumetinib",-4.846,"CLL34"
3577,"Fludarabine","Duvelisib",-2.98,"CLL34"
3578,"Fludarabine","Ibrutinib",5.451,"CLL34"
3579,"Fludarabine","MK-2206",2.454,"CLL34"
3580,"Fludarabine","Selumetinib",2.358,"CLL34"
3581,"GDC-0152","Duvelisib",-7.575,"CLL34"
3582,"GDC-0152","Ibrutinib",-3.118,"CLL34"
3583,"GDC-0152","MK-2206",1.086,"CLL34"
3584,"GDC-0152","Selumetinib",1.815,"CLL34"
3585,"Gefitinib","Duvelisib",-2.724,"CLL34"
3586,"Gefitinib","Ibrutinib",6.904,"CLL34"
3587,"Gefitinib","MK-2206",3.456,"CLL34"
3588,"Gefitinib","Selumetinib",2.598,"CLL34"
3589,"GSK429286A","Duvelisib",4.893,"CLL34"
3590,"GSK429286A","Ibrutinib",8.757,"CLL34"
3591,"GSK429286A","MK-2206",3.044,"CLL34"
3592,"GSK429286A","Selumetinib",1.239,"CLL34"
3593,"Ibrutinib","Duvelisib",4.228,"CLL34"
3594,"Ibrutinib","Ibrutinib",10.128,"CLL34"
3595,"Ibrutinib","MK-2206",-5.29,"CLL34"
3596,"Ibrutinib","Selumetinib",-3.939,"CLL34"
3597,"KX2-391","Duvelisib",6.933,"CLL34"
3598,"KX2-391","Ibrutinib",7.848,"CLL34"
3599,"KX2-391","MK-2206",0.687,"CLL34"
3600,"KX2-391","Selumetinib",-0.305,"CLL34"
3601,"Lenalidomide","Duvelisib",-5.772,"CLL34"
3602,"Lenalidomide","Ibrutinib",7.596,"CLL34"
3603,"Lenalidomide","MK-2206",-0.23,"CLL34"
3604,"Lenalidomide","Selumetinib",0.108,"CLL34"
3605,"MK-2206","Duvelisib",3.055,"CLL34"
3606,"MK-2206","Ibrutinib",3.547,"CLL34"
3607,"MK-2206","MK-2206",1.886,"CLL34"
3608,"MK-2206","Selumetinib",1.763,"CLL34"
3609,"Onalespib","Duvelisib",5.146,"CLL34"
3610,"Onalespib","Ibrutinib",9.227,"CLL34"
3611,"Onalespib","MK-2206",-1.835,"CLL34"
3612,"Onalespib","Selumetinib",2.972,"CLL34"
3613,"PRT062607","Duvelisib",9.022,"CLL34"
3614,"PRT062607","Ibrutinib",21.318,"CLL34"
3615,"PRT062607","MK-2206",0.555,"CLL34"
3616,"PRT062607","Selumetinib",1.644,"CLL34"
3617,"Quizartinib","Duvelisib",-0.827,"CLL34"
3618,"Quizartinib","Ibrutinib",4.379,"CLL34"
3619,"Quizartinib","MK-2206",-5.163,"CLL34"
3620,"Quizartinib","Selumetinib",-9.06,"CLL34"
3621,"Ruxolitinib","Duvelisib",-5.041,"CLL34"
3622,"Ruxolitinib","Ibrutinib",2.824,"CLL34"
3623,"Ruxolitinib","MK-2206",3.307,"CLL34"
3624,"Ruxolitinib","Selumetinib",4.383,"CLL34"
3625,"Selinexor","Duvelisib",1.217,"CLL34"
3626,"Selinexor","Ibrutinib",5.385,"CLL34"
3627,"Selinexor","MK-2206",-4.04,"CLL34"
3628,"Selinexor","Selumetinib",-0.856,"CLL34"
3629,"Selumetinib","Duvelisib",9.405,"CLL34"
3630,"Selumetinib","Ibrutinib",15.515,"CLL34"
3631,"Selumetinib","MK-2206",4.14,"CLL34"
3632,"Selumetinib","Selumetinib",1.184,"CLL34"
3633,"Tipifarnib","Duvelisib",7.084,"CLL34"
3634,"Tipifarnib","Ibrutinib",4.737,"CLL34"
3635,"Tipifarnib","MK-2206",4.451,"CLL34"
3636,"Tipifarnib","Selumetinib",5.835,"CLL34"
3637,"Trametinib","Duvelisib",7.338,"CLL34"
3638,"Trametinib","Ibrutinib",22.543,"CLL34"
3639,"Trametinib","MK-2206",-7.142,"CLL34"
3640,"Trametinib","Selumetinib",-6.957,"CLL34"
3641,"Venetoclax","Duvelisib",10.429,"CLL34"
3642,"Venetoclax","Ibrutinib",11.494,"CLL34"
3643,"Venetoclax","MK-2206",-1.051,"CLL34"
3644,"Venetoclax","Selumetinib",-0.779,"CLL34"
3645,"Vismodegib","Duvelisib",-9.343,"CLL34"
3646,"Vismodegib","Ibrutinib",0.751,"CLL34"
3647,"Vismodegib","MK-2206",1.487,"CLL34"
3648,"Vismodegib","Selumetinib",1.253,"CLL34"
3649,"AZD8055","Duvelisib",4.617,"CLL35"
3650,"AZD8055","Ibrutinib",-4.493,"CLL35"
3651,"AZD8055","MK-2206",2.795,"CLL35"
3652,"AZD8055","Selumetinib",-0.175,"CLL35"
3653,"Birinapant","Duvelisib",15.615,"CLL35"
3654,"Birinapant","Ibrutinib",13.242,"CLL35"
3655,"Birinapant","MK-2206",4.556,"CLL35"
3656,"Birinapant","Selumetinib",6.454,"CLL35"
3657,"BX-912","Duvelisib",9.35,"CLL35"
3658,"BX-912","Ibrutinib",5.291,"CLL35"
3659,"BX-912","MK-2206",4.863,"CLL35"
3660,"BX-912","Selumetinib",-0.764,"CLL35"
3661,"CHIR-99021","Duvelisib",8.006,"CLL35"
3662,"CHIR-99021","Ibrutinib",4.086,"CLL35"
3663,"CHIR-99021","MK-2206",-0.355,"CLL35"
3664,"CHIR-99021","Selumetinib",3.029,"CLL35"
3665,"Dasatinib","Duvelisib",9.11,"CLL35"
3666,"Dasatinib","Ibrutinib",11.548,"CLL35"
3667,"Dasatinib","MK-2206",7.489,"CLL35"
3668,"Dasatinib","Selumetinib",0.842,"CLL35"
3669,"Duvelisib","Duvelisib",7.216,"CLL35"
3670,"Duvelisib","Ibrutinib",8.339,"CLL35"
3671,"Duvelisib","MK-2206",8.466,"CLL35"
3672,"Duvelisib","Selumetinib",11.258,"CLL35"
3673,"Fludarabine","Duvelisib",2.472,"CLL35"
3674,"Fludarabine","Ibrutinib",4.082,"CLL35"
3675,"Fludarabine","MK-2206",1.039,"CLL35"
3676,"Fludarabine","Selumetinib",2.248,"CLL35"
3677,"GDC-0152","Duvelisib",5.437,"CLL35"
3678,"GDC-0152","Ibrutinib",1.903,"CLL35"
3679,"GDC-0152","MK-2206",2.7,"CLL35"
3680,"GDC-0152","Selumetinib",-1.054,"CLL35"
3681,"Gefitinib","Duvelisib",-0.74,"CLL35"
3682,"Gefitinib","Ibrutinib",0.991,"CLL35"
3683,"Gefitinib","MK-2206",-4.133,"CLL35"
3684,"Gefitinib","Selumetinib",-1.483,"CLL35"
3685,"GSK429286A","Duvelisib",4.173,"CLL35"
3686,"GSK429286A","Ibrutinib",0.713,"CLL35"
3687,"GSK429286A","MK-2206",0.275,"CLL35"
3688,"GSK429286A","Selumetinib",-1.03,"CLL35"
3689,"Ibrutinib","Duvelisib",16.101,"CLL35"
3690,"Ibrutinib","Ibrutinib",14.434,"CLL35"
3691,"Ibrutinib","MK-2206",7.929,"CLL35"
3692,"Ibrutinib","Selumetinib",9.116,"CLL35"
3693,"KX2-391","Duvelisib",11.847,"CLL35"
3694,"KX2-391","Ibrutinib",13.222,"CLL35"
3695,"KX2-391","MK-2206",6.236,"CLL35"
3696,"KX2-391","Selumetinib",0.601,"CLL35"
3697,"Lenalidomide","Duvelisib",6.746,"CLL35"
3698,"Lenalidomide","Ibrutinib",3.033,"CLL35"
3699,"Lenalidomide","MK-2206",2.848,"CLL35"
3700,"Lenalidomide","Selumetinib",5.464,"CLL35"
3701,"MK-2206","Duvelisib",8.685,"CLL35"
3702,"MK-2206","Ibrutinib",4.003,"CLL35"
3703,"MK-2206","MK-2206",3.122,"CLL35"
3704,"MK-2206","Selumetinib",-0.44,"CLL35"
3705,"Onalespib","Duvelisib",13.669,"CLL35"
3706,"Onalespib","Ibrutinib",11.321,"CLL35"
3707,"Onalespib","MK-2206",2.723,"CLL35"
3708,"Onalespib","Selumetinib",6.252,"CLL35"
3709,"PRT062607","Duvelisib",8.105,"CLL35"
3710,"PRT062607","Ibrutinib",7.394,"CLL35"
3711,"PRT062607","MK-2206",4.25,"CLL35"
3712,"PRT062607","Selumetinib",-1.317,"CLL35"
3713,"Quizartinib","Duvelisib",10.801,"CLL35"
3714,"Quizartinib","Ibrutinib",7.884,"CLL35"
3715,"Quizartinib","MK-2206",-0.801,"CLL35"
3716,"Quizartinib","Selumetinib",-4.314,"CLL35"
3717,"Ruxolitinib","Duvelisib",-0.634,"CLL35"
3718,"Ruxolitinib","Ibrutinib",-1.88,"CLL35"
3719,"Ruxolitinib","MK-2206",1.514,"CLL35"
3720,"Ruxolitinib","Selumetinib",-0.791,"CLL35"
3721,"Selinexor","Duvelisib",13.749,"CLL35"
3722,"Selinexor","Ibrutinib",12.763,"CLL35"
3723,"Selinexor","MK-2206",5.584,"CLL35"
3724,"Selinexor","Selumetinib",1.803,"CLL35"
3725,"Selumetinib","Duvelisib",8.258,"CLL35"
3726,"Selumetinib","Ibrutinib",5.901,"CLL35"
3727,"Selumetinib","MK-2206",1.864,"CLL35"
3728,"Selumetinib","Selumetinib",0.49,"CLL35"
3729,"Tipifarnib","Duvelisib",13.199,"CLL35"
3730,"Tipifarnib","Ibrutinib",5.715,"CLL35"
3731,"Tipifarnib","MK-2206",3.697,"CLL35"
3732,"Tipifarnib","Selumetinib",3.017,"CLL35"
3733,"Trametinib","Duvelisib",22.52,"CLL35"
3734,"Trametinib","Ibrutinib",15.819,"CLL35"
3735,"Trametinib","MK-2206",7.148,"CLL35"
3736,"Trametinib","Selumetinib",-0.371,"CLL35"
3737,"Venetoclax","Duvelisib",15.139,"CLL35"
3738,"Venetoclax","Ibrutinib",13.791,"CLL35"
3739,"Venetoclax","MK-2206",2.661,"CLL35"
3740,"Venetoclax","Selumetinib",0.301,"CLL35"
3741,"Vismodegib","Duvelisib",-1.067,"CLL35"
3742,"Vismodegib","Ibrutinib",-0.427,"CLL35"
3743,"Vismodegib","MK-2206",-1.691,"CLL35"
3744,"Vismodegib","Selumetinib",1.275,"CLL35"
3745,"AZD8055","Duvelisib",6.356,"CLL36"
3746,"AZD8055","Ibrutinib",9.537,"CLL36"
3747,"AZD8055","MK-2206",0.86,"CLL36"
3748,"AZD8055","Selumetinib",3.949,"CLL36"
3749,"Birinapant","Duvelisib",7.663,"CLL36"
3750,"Birinapant","Ibrutinib",12.023,"CLL36"
3751,"Birinapant","MK-2206",5.192,"CLL36"
3752,"Birinapant","Selumetinib",5.081,"CLL36"
3753,"BX-912","Duvelisib",6.456,"CLL36"
3754,"BX-912","Ibrutinib",4.787,"CLL36"
3755,"BX-912","MK-2206",1.821,"CLL36"
3756,"BX-912","Selumetinib",2.221,"CLL36"
3757,"CHIR-99021","Duvelisib",3.48,"CLL36"
3758,"CHIR-99021","Ibrutinib",6.535,"CLL36"
3759,"CHIR-99021","MK-2206",4.614,"CLL36"
3760,"CHIR-99021","Selumetinib",7.017,"CLL36"
3761,"Dasatinib","Duvelisib",12.153,"CLL36"
3762,"Dasatinib","Ibrutinib",10.169,"CLL36"
3763,"Dasatinib","MK-2206",5.085,"CLL36"
3764,"Dasatinib","Selumetinib",4.343,"CLL36"
3765,"Duvelisib","Duvelisib",2.973,"CLL36"
3766,"Duvelisib","Ibrutinib",11.415,"CLL36"
3767,"Duvelisib","MK-2206",3.474,"CLL36"
3768,"Duvelisib","Selumetinib",4.579,"CLL36"
3769,"Fludarabine","Duvelisib",-0.192,"CLL36"
3770,"Fludarabine","Ibrutinib",3.183,"CLL36"
3771,"Fludarabine","MK-2206",-1.505,"CLL36"
3772,"Fludarabine","Selumetinib",1.423,"CLL36"
3773,"GDC-0152","Duvelisib",-3.044,"CLL36"
3774,"GDC-0152","Ibrutinib",3.75,"CLL36"
3775,"GDC-0152","MK-2206",-0.862,"CLL36"
3776,"GDC-0152","Selumetinib",1.999,"CLL36"
3777,"Gefitinib","Duvelisib",-1.503,"CLL36"
3778,"Gefitinib","Ibrutinib",0.025,"CLL36"
3779,"Gefitinib","MK-2206",0.287,"CLL36"
3780,"Gefitinib","Selumetinib",2.801,"CLL36"
3781,"GSK429286A","Duvelisib",9.871,"CLL36"
3782,"GSK429286A","Ibrutinib",8.485,"CLL36"
3783,"GSK429286A","MK-2206",0.216,"CLL36"
3784,"GSK429286A","Selumetinib",0.507,"CLL36"
3785,"Ibrutinib","Duvelisib",21.626,"CLL36"
3786,"Ibrutinib","Ibrutinib",11.415,"CLL36"
3787,"Ibrutinib","MK-2206",5.293,"CLL36"
3788,"Ibrutinib","Selumetinib",13.231,"CLL36"
3789,"KX2-391","Duvelisib",18.252,"CLL36"
3790,"KX2-391","Ibrutinib",10.939,"CLL36"
3791,"KX2-391","MK-2206",5.435,"CLL36"
3792,"KX2-391","Selumetinib",5.386,"CLL36"
3793,"Lenalidomide","Duvelisib",-10.44,"CLL36"
3794,"Lenalidomide","Ibrutinib",-6.826,"CLL36"
3795,"Lenalidomide","MK-2206",-6.39,"CLL36"
3796,"Lenalidomide","Selumetinib",-6.813,"CLL36"
3797,"MK-2206","Duvelisib",3.369,"CLL36"
3798,"MK-2206","Ibrutinib",7.155,"CLL36"
3799,"MK-2206","MK-2206",2.414,"CLL36"
3800,"MK-2206","Selumetinib",2.69,"CLL36"
3801,"Onalespib","Duvelisib",0.784,"CLL36"
3802,"Onalespib","Ibrutinib",9.061,"CLL36"
3803,"Onalespib","MK-2206",9.293,"CLL36"
3804,"Onalespib","Selumetinib",1.407,"CLL36"
3805,"PRT062607","Duvelisib",9.477,"CLL36"
3806,"PRT062607","Ibrutinib",8.053,"CLL36"
3807,"PRT062607","MK-2206",5.818,"CLL36"
3808,"PRT062607","Selumetinib",5.288,"CLL36"
3809,"Quizartinib","Duvelisib",13.814,"CLL36"
3810,"Quizartinib","Ibrutinib",8.447,"CLL36"
3811,"Quizartinib","MK-2206",-0.04,"CLL36"
3812,"Quizartinib","Selumetinib",-2.415,"CLL36"
3813,"Ruxolitinib","Duvelisib",-3.464,"CLL36"
3814,"Ruxolitinib","Ibrutinib",-0.101,"CLL36"
3815,"Ruxolitinib","MK-2206",-0.609,"CLL36"
3816,"Ruxolitinib","Selumetinib",0.95,"CLL36"
3817,"Selinexor","Duvelisib",16.769,"CLL36"
3818,"Selinexor","Ibrutinib",7.753,"CLL36"
3819,"Selinexor","MK-2206",4.743,"CLL36"
3820,"Selinexor","Selumetinib",6.642,"CLL36"
3821,"Selumetinib","Duvelisib",7.953,"CLL36"
3822,"Selumetinib","Ibrutinib",7.985,"CLL36"
3823,"Selumetinib","MK-2206",0.964,"CLL36"
3824,"Selumetinib","Selumetinib",6.283,"CLL36"
3825,"Tipifarnib","Duvelisib",7.171,"CLL36"
3826,"Tipifarnib","Ibrutinib",7.47,"CLL36"
3827,"Tipifarnib","MK-2206",4.891,"CLL36"
3828,"Tipifarnib","Selumetinib",3.153,"CLL36"
3829,"Trametinib","Duvelisib",29.16,"CLL36"
3830,"Trametinib","Ibrutinib",16.712,"CLL36"
3831,"Trametinib","MK-2206",0.625,"CLL36"
3832,"Trametinib","Selumetinib",9.066,"CLL36"
3833,"Venetoclax","Duvelisib",13.422,"CLL36"
3834,"Venetoclax","Ibrutinib",11.753,"CLL36"
3835,"Venetoclax","MK-2206",2.019,"CLL36"
3836,"Venetoclax","Selumetinib",1.796,"CLL36"
3837,"Vismodegib","Duvelisib",-7.022,"CLL36"
3838,"Vismodegib","Ibrutinib",-0.809,"CLL36"
3839,"Vismodegib","MK-2206",-0.451,"CLL36"
3840,"Vismodegib","Selumetinib",1.025,"CLL36"
3841,"AZD8055","Duvelisib",4.543,"CLL37"
3842,"AZD8055","Ibrutinib",3.665,"CLL37"
3843,"AZD8055","MK-2206",3.619,"CLL37"
3844,"AZD8055","Selumetinib",5.479,"CLL37"
3845,"Birinapant","Duvelisib",-5.475,"CLL37"
3846,"Birinapant","Ibrutinib",-1.132,"CLL37"
3847,"Birinapant","MK-2206",1.219,"CLL37"
3848,"Birinapant","Selumetinib",0.165,"CLL37"
3849,"BX-912","Duvelisib",3.198,"CLL37"
3850,"BX-912","Ibrutinib",3.096,"CLL37"
3851,"BX-912","MK-2206",2.996,"CLL37"
3852,"BX-912","Selumetinib",5.97,"CLL37"
3853,"CHIR-99021","Duvelisib",-0.693,"CLL37"
3854,"CHIR-99021","Ibrutinib",-1.21,"CLL37"
3855,"CHIR-99021","MK-2206",2.654,"CLL37"
3856,"CHIR-99021","Selumetinib",4.523,"CLL37"
3857,"Dasatinib","Duvelisib",5.835,"CLL37"
3858,"Dasatinib","Ibrutinib",5.092,"CLL37"
3859,"Dasatinib","MK-2206",10.189,"CLL37"
3860,"Dasatinib","Selumetinib",5.822,"CLL37"
3861,"Duvelisib","Duvelisib",1.937,"CLL37"
3862,"Duvelisib","Ibrutinib",2.527,"CLL37"
3863,"Duvelisib","MK-2206",1.977,"CLL37"
3864,"Duvelisib","Selumetinib",4.977,"CLL37"
3865,"Fludarabine","Duvelisib",-0.249,"CLL37"
3866,"Fludarabine","Ibrutinib",-1.019,"CLL37"
3867,"Fludarabine","MK-2206",0.059,"CLL37"
3868,"Fludarabine","Selumetinib",4.639,"CLL37"
3869,"GDC-0152","Duvelisib",-13.133,"CLL37"
3870,"GDC-0152","Ibrutinib",-7.847,"CLL37"
3871,"GDC-0152","MK-2206",-9.405,"CLL37"
3872,"GDC-0152","Selumetinib",-3.776,"CLL37"
3873,"Gefitinib","Duvelisib",-12.25,"CLL37"
3874,"Gefitinib","Ibrutinib",-8.301,"CLL37"
3875,"Gefitinib","MK-2206",-2.502,"CLL37"
3876,"Gefitinib","Selumetinib",0.968,"CLL37"
3877,"GSK429286A","Duvelisib",6.671,"CLL37"
3878,"GSK429286A","Ibrutinib",7.07,"CLL37"
3879,"GSK429286A","MK-2206",6.391,"CLL37"
3880,"GSK429286A","Selumetinib",8.831,"CLL37"
3881,"Ibrutinib","Duvelisib",3.421,"CLL37"
3882,"Ibrutinib","Ibrutinib",1.4,"CLL37"
3883,"Ibrutinib","MK-2206",9.709,"CLL37"
3884,"Ibrutinib","Selumetinib",7.422,"CLL37"
3885,"KX2-391","Duvelisib",8.163,"CLL37"
3886,"KX2-391","Ibrutinib",1.463,"CLL37"
3887,"KX2-391","MK-2206",6.31,"CLL37"
3888,"KX2-391","Selumetinib",4.761,"CLL37"
3889,"Lenalidomide","Duvelisib",-3.686,"CLL37"
3890,"Lenalidomide","Ibrutinib",-0.192,"CLL37"
3891,"Lenalidomide","MK-2206",3.168,"CLL37"
3892,"Lenalidomide","Selumetinib",4.874,"CLL37"
3893,"MK-2206","Duvelisib",4.936,"CLL37"
3894,"MK-2206","Ibrutinib",5.218,"CLL37"
3895,"MK-2206","MK-2206",4.339,"CLL37"
3896,"MK-2206","Selumetinib",6.641,"CLL37"
3897,"Onalespib","Duvelisib",2.807,"CLL37"
3898,"Onalespib","Ibrutinib",4.743,"CLL37"
3899,"Onalespib","MK-2206",0.967,"CLL37"
3900,"Onalespib","Selumetinib",3.078,"CLL37"
3901,"PRT062607","Duvelisib",5.013,"CLL37"
3902,"PRT062607","Ibrutinib",4.961,"CLL37"
3903,"PRT062607","MK-2206",12.984,"CLL37"
3904,"PRT062607","Selumetinib",5.423,"CLL37"
3905,"Quizartinib","Duvelisib",6.182,"CLL37"
3906,"Quizartinib","Ibrutinib",5.896,"CLL37"
3907,"Quizartinib","MK-2206",5.041,"CLL37"
3908,"Quizartinib","Selumetinib",4.499,"CLL37"
3909,"Ruxolitinib","Duvelisib",-2.528,"CLL37"
3910,"Ruxolitinib","Ibrutinib",-3.027,"CLL37"
3911,"Ruxolitinib","MK-2206",0.152,"CLL37"
3912,"Ruxolitinib","Selumetinib",5.916,"CLL37"
3913,"Selinexor","Duvelisib",7.307,"CLL37"
3914,"Selinexor","Ibrutinib",5.528,"CLL37"
3915,"Selinexor","MK-2206",6.773,"CLL37"
3916,"Selinexor","Selumetinib",4.518,"CLL37"
3917,"Selumetinib","Duvelisib",-1.202,"CLL37"
3918,"Selumetinib","Ibrutinib",-0.837,"CLL37"
3919,"Selumetinib","MK-2206",5.296,"CLL37"
3920,"Selumetinib","Selumetinib",0.328,"CLL37"
3921,"Tipifarnib","Duvelisib",5.687,"CLL37"
3922,"Tipifarnib","Ibrutinib",3.81,"CLL37"
3923,"Tipifarnib","MK-2206",7.032,"CLL37"
3924,"Tipifarnib","Selumetinib",5.656,"CLL37"
3925,"Trametinib","Duvelisib",9.566,"CLL37"
3926,"Trametinib","Ibrutinib",9.288,"CLL37"
3927,"Trametinib","MK-2206",13.519,"CLL37"
3928,"Trametinib","Selumetinib",3.644,"CLL37"
3929,"Venetoclax","Duvelisib",13.731,"CLL37"
3930,"Venetoclax","Ibrutinib",10.545,"CLL37"
3931,"Venetoclax","MK-2206",12.708,"CLL37"
3932,"Venetoclax","Selumetinib",7.188,"CLL37"
3933,"Vismodegib","Duvelisib",-4.598,"CLL37"
3934,"Vismodegib","Ibrutinib",-0.641,"CLL37"
3935,"Vismodegib","MK-2206",-1.485,"CLL37"
3936,"Vismodegib","Selumetinib",1.481,"CLL37"
3937,"AZD8055","Duvelisib",1.655,"CLL38"
3938,"AZD8055","Ibrutinib",3.045,"CLL38"
3939,"AZD8055","MK-2206",-0.223,"CLL38"
3940,"AZD8055","Selumetinib",6.971,"CLL38"
3941,"Birinapant","Duvelisib",12.091,"CLL38"
3942,"Birinapant","Ibrutinib",10.739,"CLL38"
3943,"Birinapant","MK-2206",13.011,"CLL38"
3944,"Birinapant","Selumetinib",7.516,"CLL38"
3945,"BX-912","Duvelisib",5.842,"CLL38"
3946,"BX-912","Ibrutinib",1.657,"CLL38"
3947,"BX-912","MK-2206",4.008,"CLL38"
3948,"BX-912","Selumetinib",5.614,"CLL38"
3949,"CHIR-99021","Duvelisib",0.358,"CLL38"
3950,"CHIR-99021","Ibrutinib",-3.857,"CLL38"
3951,"CHIR-99021","MK-2206",-3.41,"CLL38"
3952,"CHIR-99021","Selumetinib",4.514,"CLL38"
3953,"Dasatinib","Duvelisib",13.217,"CLL38"
3954,"Dasatinib","Ibrutinib",8.674,"CLL38"
3955,"Dasatinib","MK-2206",18.334,"CLL38"
3956,"Dasatinib","Selumetinib",7.666,"CLL38"
3957,"Duvelisib","Duvelisib",4.775,"CLL38"
3958,"Duvelisib","Ibrutinib",5.878,"CLL38"
3959,"Duvelisib","MK-2206",8.314,"CLL38"
3960,"Duvelisib","Selumetinib",10.512,"CLL38"
3961,"Fludarabine","Duvelisib",1.848,"CLL38"
3962,"Fludarabine","Ibrutinib",-1.024,"CLL38"
3963,"Fludarabine","MK-2206",-3.056,"CLL38"
3964,"Fludarabine","Selumetinib",2.814,"CLL38"
3965,"GDC-0152","Duvelisib",7.267,"CLL38"
3966,"GDC-0152","Ibrutinib",1.219,"CLL38"
3967,"GDC-0152","MK-2206",-2.121,"CLL38"
3968,"GDC-0152","Selumetinib",5.799,"CLL38"
3969,"Gefitinib","Duvelisib",-1.654,"CLL38"
3970,"Gefitinib","Ibrutinib",-0.764,"CLL38"
3971,"Gefitinib","MK-2206",-2.314,"CLL38"
3972,"Gefitinib","Selumetinib",2.442,"CLL38"
3973,"GSK429286A","Duvelisib",8.128,"CLL38"
3974,"GSK429286A","Ibrutinib",4.21,"CLL38"
3975,"GSK429286A","MK-2206",0.947,"CLL38"
3976,"GSK429286A","Selumetinib",7.751,"CLL38"
3977,"Ibrutinib","Duvelisib",12.913,"CLL38"
3978,"Ibrutinib","Ibrutinib",3.383,"CLL38"
3979,"Ibrutinib","MK-2206",11.763,"CLL38"
3980,"Ibrutinib","Selumetinib",5.477,"CLL38"
3981,"KX2-391","Duvelisib",9.302,"CLL38"
3982,"KX2-391","Ibrutinib",0.591,"CLL38"
3983,"KX2-391","MK-2206",6.305,"CLL38"
3984,"KX2-391","Selumetinib",6.687,"CLL38"
3985,"Lenalidomide","Duvelisib",7.837,"CLL38"
3986,"Lenalidomide","Ibrutinib",3.28,"CLL38"
3987,"Lenalidomide","MK-2206",7.057,"CLL38"
3988,"Lenalidomide","Selumetinib",6.354,"CLL38"
3989,"MK-2206","Duvelisib",9.401,"CLL38"
3990,"MK-2206","Ibrutinib",3.915,"CLL38"
3991,"MK-2206","MK-2206",5.978,"CLL38"
3992,"MK-2206","Selumetinib",7.739,"CLL38"
3993,"Onalespib","Duvelisib",12.669,"CLL38"
3994,"Onalespib","Ibrutinib",4.459,"CLL38"
3995,"Onalespib","MK-2206",7.649,"CLL38"
3996,"Onalespib","Selumetinib",9.751,"CLL38"
3997,"PRT062607","Duvelisib",6.9,"CLL38"
3998,"PRT062607","Ibrutinib",5.153,"CLL38"
3999,"PRT062607","MK-2206",4.056,"CLL38"
4000,"PRT062607","Selumetinib",8.682,"CLL38"
4001,"Quizartinib","Duvelisib",12.133,"CLL38"
4002,"Quizartinib","Ibrutinib",7.24,"CLL38"
4003,"Quizartinib","MK-2206",13.452,"CLL38"
4004,"Quizartinib","Selumetinib",11.226,"CLL38"
4005,"Ruxolitinib","Duvelisib",5.725,"CLL38"
4006,"Ruxolitinib","Ibrutinib",-0.911,"CLL38"
4007,"Ruxolitinib","MK-2206",-1.159,"CLL38"
4008,"Ruxolitinib","Selumetinib",4.746,"CLL38"
4009,"Selinexor","Duvelisib",8.865,"CLL38"
4010,"Selinexor","Ibrutinib",3.293,"CLL38"
4011,"Selinexor","MK-2206",9.405,"CLL38"
4012,"Selinexor","Selumetinib",7.218,"CLL38"
4013,"Selumetinib","Duvelisib",3.869,"CLL38"
4014,"Selumetinib","Ibrutinib",3.587,"CLL38"
4015,"Selumetinib","MK-2206",1.283,"CLL38"
