"block_id","Row_drug","Col_drug","HSA_score","SampleID"
1641,"BX-912","Duvelisib",-6.337,"CLL17"
1642,"BX-912","Ibrutinib",-5.374,"CLL17"
1643,"BX-912","MK-2206",1.528,"CLL17"
1644,"BX-912","Selumetinib",3.175,"CLL17"
1645,"CHIR-99021","Duvelisib",-6.027,"CLL17"
1646,"CHIR-99021","Ibrutinib",-2.813,"CLL17"
1647,"CHIR-99021","MK-2206",0.182,"CLL17"
1648,"CHIR-99021","Selumetinib",-0.293,"CLL17"
1649,"Dasatinib","Duvelisib",0.083,"CLL17"
1650,"Dasatinib","Ibrutinib",2.634,"CLL17"
1651,"Dasatinib","MK-2206",10.663,"CLL17"
1652,"Dasatinib","Selumetinib",5.921,"CLL17"
1653,"Duvelisib","Duvelisib",-1.577,"CLL17"
1654,"Duvelisib","Ibrutinib",1.504,"CLL17"
1655,"Duvelisib","MK-2206",5.327,"CLL17"
1656,"Duvelisib","Selumetinib",0.16,"CLL17"
1657,"Fludarabine","Duvelisib",-3.258,"CLL17"
1658,"Fludarabine","Ibrutinib",-4.929,"CLL17"
1659,"Fludarabine","MK-2206",0.779,"CLL17"
1660,"Fludarabine","Selumetinib",-1.593,"CLL17"
1661,"GDC-0152","Duvelisib",-7.343,"CLL17"
1662,"GDC-0152","Ibrutinib",-5.092,"CLL17"
1663,"GDC-0152","MK-2206",-1.137,"CLL17"
1664,"GDC-0152","Selumetinib",-1.626,"CLL17"
1665,"Gefitinib","Duvelisib",-6.606,"CLL17"
1666,"Gefitinib","Ibrutinib",-1.581,"CLL17"
1667,"Gefitinib","MK-2206",9.259,"CLL17"
1668,"Gefitinib","Selumetinib",-3.231,"CLL17"
1669,"GSK429286A","Duvelisib",-0.865,"CLL17"
1670,"GSK429286A","Ibrutinib",1.48,"CLL17"
1671,"GSK429286A","MK-2206",5.988,"CLL17"
1672,"GSK429286A","Selumetinib",1.058,"CLL17"
1673,"Ibrutinib","Duvelisib",10.588,"CLL17"
1674,"Ibrutinib","Ibrutinib",-0.329,"CLL17"
1675,"Ibrutinib","MK-2206",8.078,"CLL17"
1676,"Ibrutinib","Selumetinib",3.637,"CLL17"
1677,"KX2-391","Duvelisib",4.564,"CLL17"
1678,"KX2-391","Ibrutinib",3.896,"CLL17"
1679,"KX2-391","MK-2206",7.604,"CLL17"
1680,"KX2-391","Selumetinib",2.771,"CLL17"
1681,"Lenalidomide","Duvelisib",0.082,"CLL17"
1682,"Lenalidomide","Ibrutinib",-2.689,"CLL17"
1683,"Lenalidomide","MK-2206",0.231,"CLL17"
1684,"Lenalidomide","Selumetinib",-3.205,"CLL17"
1685,"MK-2206","Duvelisib",-0.28,"CLL17"
1686,"MK-2206","Ibrutinib",0.798,"CLL17"
1687,"MK-2206","MK-2206",4.399,"CLL17"
1688,"MK-2206","Selumetinib",1.223,"CLL17"
1689,"Onalespib","Duvelisib",-5.08,"CLL17"
1690,"Onalespib","Ibrutinib",-1.885,"CLL17"
1691,"Onalespib","MK-2206",-2.292,"CLL17"
1692,"Onalespib","Selumetinib",-2.87,"CLL17"
1693,"PRT062607","Duvelisib",9.815,"CLL17"
1694,"PRT062607","Ibrutinib",6.135,"CLL17"
1695,"PRT062607","MK-2206",7.732,"CLL17"
1696,"PRT062607","Selumetinib",1.933,"CLL17"
1697,"Quizartinib","Duvelisib",0.282,"CLL17"
1698,"Quizartinib","Ibrutinib",0.089,"CLL17"
1699,"Quizartinib","MK-2206",5.532,"CLL17"
1700,"Quizartinib","Selumetinib",4.805,"CLL17"
1701,"Ruxolitinib","Duvelisib",-4.585,"CLL17"
1702,"Ruxolitinib","Ibrutinib",-2.838,"CLL17"
1703,"Ruxolitinib","MK-2206",0.225,"CLL17"
1704,"Ruxolitinib","Selumetinib",-3.909,"CLL17"
1705,"Selinexor","Duvelisib",-1.559,"CLL17"
1706,"Selinexor","Ibrutinib",-0.468,"CLL17"
1707,"Selinexor","MK-2206",4.625,"CLL17"
1708,"Selinexor","Selumetinib",2.553,"CLL17"
1709,"Selumetinib","Duvelisib",-1.592,"CLL17"
1710,"Selumetinib","Ibrutinib",-2.736,"CLL17"
1711,"Selumetinib","MK-2206",-1.057,"CLL17"
1712,"Selumetinib","Selumetinib",-4.808,"CLL17"
1713,"Tipifarnib","Duvelisib",-0.023,"CLL17"
1714,"Tipifarnib","Ibrutinib",2.851,"CLL17"
1715,"Tipifarnib","MK-2206",6.378,"CLL17"
1716,"Tipifarnib","Selumetinib",-0.816,"CLL17"
1717,"Trametinib","Duvelisib",-1.548,"CLL17"
1718,"Trametinib","Ibrutinib",1.421,"CLL17"
1719,"Trametinib","MK-2206",8.033,"CLL17"
1720,"Trametinib","Selumetinib",0.574,"CLL17"
1721,"Venetoclax","Duvelisib",5.9,"CLL17"
1722,"Venetoclax","Ibrutinib",7.571,"CLL17"
1723,"Venetoclax","MK-2206",9.15,"CLL17"
1724,"Venetoclax","Selumetinib",5.302,"CLL17"
1725,"Vismodegib","Duvelisib",-8.217,"CLL17"
1726,"Vismodegib","Ibrutinib",-4.935,"CLL17"
1727,"Vismodegib","MK-2206",-2.788,"CLL17"
1728,"Vismodegib","Selumetinib",-3.198,"CLL17"
1729,"AZD8055","Duvelisib",6.121,"CLL18"
1730,"AZD8055","Ibrutinib",4.001,"CLL18"
1731,"AZD8055","MK-2206",6.103,"CLL18"
1732,"AZD8055","Selumetinib",8.901,"CLL18"
1733,"Birinapant","Duvelisib",8.385,"CLL18"
1734,"Birinapant","Ibrutinib",9.492,"CLL18"
1735,"Birinapant","MK-2206",0.787,"CLL18"
1736,"Birinapant","Selumetinib",6.322,"CLL18"
1737,"BX-912","Duvelisib",8.518,"CLL18"
1738,"BX-912","Ibrutinib",6.719,"CLL18"
1739,"BX-912","MK-2206",5.627,"CLL18"
1740,"BX-912","Selumetinib",10.692,"CLL18"
1741,"CHIR-99021","Duvelisib",9.332,"CLL18"
1742,"CHIR-99021","Ibrutinib",8.712,"CLL18"
1743,"CHIR-99021","MK-2206",4.955,"CLL18"
1744,"CHIR-99021","Selumetinib",12.864,"CLL18"
1745,"Dasatinib","Duvelisib",8.563,"CLL18"
1746,"Dasatinib","Ibrutinib",6.7,"CLL18"
1747,"Dasatinib","MK-2206",7.799,"CLL18"
1748,"Dasatinib","Selumetinib",10.602,"CLL18"
1749,"Duvelisib","Duvelisib",6.519,"CLL18"
1750,"Duvelisib","Ibrutinib",11.267,"CLL18"
1751,"Duvelisib","MK-2206",9.094,"CLL18"
1752,"Duvelisib","Selumetinib",15.093,"CLL18"
1753,"Fludarabine","Duvelisib",4.866,"CLL18"
1754,"Fludarabine","Ibrutinib",5.178,"CLL18"
1755,"Fludarabine","MK-2206",-0.072,"CLL18"
1756,"Fludarabine","Selumetinib",5.472,"CLL18"
1757,"GDC-0152","Duvelisib",2.598,"CLL18"
1758,"GDC-0152","Ibrutinib",2.68,"CLL18"
1759,"GDC-0152","MK-2206",-0.176,"CLL18"
1760,"GDC-0152","Selumetinib",2.73,"CLL18"
1761,"Gefitinib","Duvelisib",3.177,"CLL18"
1762,"Gefitinib","Ibrutinib",5.835,"CLL18"
1763,"Gefitinib","MK-2206",2.911,"CLL18"
1764,"Gefitinib","Selumetinib",6.911,"CLL18"
1765,"GSK429286A","Duvelisib",10.028,"CLL18"
1766,"GSK429286A","Ibrutinib",9.689,"CLL18"
1767,"GSK429286A","MK-2206",5.749,"CLL18"
1768,"GSK429286A","Selumetinib",9.861,"CLL18"
1769,"Ibrutinib","Duvelisib",11.886,"CLL18"
1770,"Ibrutinib","Ibrutinib",8.523,"CLL18"
1771,"Ibrutinib","MK-2206",8.299,"CLL18"
1772,"Ibrutinib","Selumetinib",17.131,"CLL18"
1773,"KX2-391","Duvelisib",11.712,"CLL18"
1774,"KX2-391","Ibrutinib",11.29,"CLL18"
1775,"KX2-391","MK-2206",7.365,"CLL18"
1776,"KX2-391","Selumetinib",12.419,"CLL18"
1777,"Lenalidomide","Duvelisib",0.764,"CLL18"
1778,"Lenalidomide","Ibrutinib",-2.39,"CLL18"
1779,"Lenalidomide","MK-2206",-2.447,"CLL18"
1780,"Lenalidomide","Selumetinib",0.255,"CLL18"
1781,"MK-2206","Duvelisib",8.894,"CLL18"
1782,"MK-2206","Ibrutinib",10.079,"CLL18"
1783,"MK-2206","MK-2206",5.512,"CLL18"
1784,"MK-2206","Selumetinib",12.463,"CLL18"
1785,"Onalespib","Duvelisib",11.048,"CLL18"
1786,"Onalespib","Ibrutinib",10.961,"CLL18"
1787,"Onalespib","MK-2206",7.332,"CLL18"
1788,"Onalespib","Selumetinib",12.147,"CLL18"
1789,"PRT062607","Duvelisib",8.8,"CLL18"
1790,"PRT062607","Ibrutinib",10.837,"CLL18"
1791,"PRT062607","MK-2206",13.868,"CLL18"
1792,"PRT062607","Selumetinib",12.572,"CLL18"
1793,"Quizartinib","Duvelisib",3.8,"CLL18"
1794,"Quizartinib","Ibrutinib",3.736,"CLL18"
1795,"Quizartinib","MK-2206",-0.586,"CLL18"
1796,"Quizartinib","Selumetinib",6.908,"CLL18"
1797,"Ruxolitinib","Duvelisib",3.89,"CLL18"
1798,"Ruxolitinib","Ibrutinib",2.005,"CLL18"
1799,"Ruxolitinib","MK-2206",-1.497,"CLL18"
1800,"Ruxolitinib","Selumetinib",2.559,"CLL18"
1801,"Selinexor","Duvelisib",16.036,"CLL18"
1802,"Selinexor","Ibrutinib",11.818,"CLL18"
1803,"Selinexor","MK-2206",8.69,"CLL18"
1804,"Selinexor","Selumetinib",12.888,"CLL18"
1805,"Selumetinib","Duvelisib",11.764,"CLL18"
1806,"Selumetinib","Ibrutinib",12.118,"CLL18"
1807,"Selumetinib","MK-2206",4.492,"CLL18"
1808,"Selumetinib","Selumetinib",4.534,"CLL18"
1809,"Tipifarnib","Duvelisib",9.944,"CLL18"
1810,"Tipifarnib","Ibrutinib",12.881,"CLL18"
1811,"Tipifarnib","MK-2206",10.388,"CLL18"
1812,"Tipifarnib","Selumetinib",10.785,"CLL18"
1813,"Trametinib","Duvelisib",14.462,"CLL18"
1814,"Trametinib","Ibrutinib",12.438,"CLL18"
1815,"Trametinib","MK-2206",5.37,"CLL18"
1816,"Trametinib","Selumetinib",6.495,"CLL18"
1817,"Venetoclax","Duvelisib",13.765,"CLL18"
1818,"Venetoclax","Ibrutinib",15.286,"CLL18"
1819,"Venetoclax","MK-2206",8.952,"CLL18"
1820,"Venetoclax","Selumetinib",13.816,"CLL18"
1821,"Vismodegib","Duvelisib",3.286,"CLL18"
1822,"Vismodegib","Ibrutinib",0.852,"CLL18"
1823,"Vismodegib","MK-2206",-2.413,"CLL18"
1824,"Vismodegib","Selumetinib",4.274,"CLL18"
1825,"AZD8055","Duvelisib",4.966,"CLL19"
1826,"AZD8055","Ibrutinib",-0.956,"CLL19"
1827,"AZD8055","MK-2206",4.22,"CLL19"
1828,"AZD8055","Selumetinib",7.592,"CLL19"
1829,"Birinapant","Duvelisib",11.288,"CLL19"
1830,"Birinapant","Ibrutinib",17.985,"CLL19"
1831,"Birinapant","MK-2206",1.241,"CLL19"
1832,"Birinapant","Selumetinib",4.549,"CLL19"
1833,"BX-912","Duvelisib",6.304,"CLL19"
1834,"BX-912","Ibrutinib",5.099,"CLL19"
1835,"BX-912","MK-2206",4.679,"CLL19"
1836,"BX-912","Selumetinib",10.079,"CLL19"
1837,"CHIR-99021","Duvelisib",2.698,"CLL19"
1838,"CHIR-99021","Ibrutinib",8.116,"CLL19"
1839,"CHIR-99021","MK-2206",3.185,"CLL19"
1840,"CHIR-99021","Selumetinib",9.247,"CLL19"
1841,"Dasatinib","Duvelisib",5.899,"CLL19"
1842,"Dasatinib","Ibrutinib",8.147,"CLL19"
1843,"Dasatinib","MK-2206",3.043,"CLL19"
1844,"Dasatinib","Selumetinib",8.017,"CLL19"
1845,"Duvelisib","Duvelisib",7.26,"CLL19"
1846,"Duvelisib","Ibrutinib",7.875,"CLL19"
1847,"Duvelisib","MK-2206",7.025,"CLL19"
1848,"Duvelisib","Selumetinib",13.555,"CLL19"
1849,"Fludarabine","Duvelisib",0.992,"CLL19"
1850,"Fludarabine","Ibrutinib",2.31,"CLL19"
1851,"Fludarabine","MK-2206",-1.631,"CLL19"
1852,"Fludarabine","Selumetinib",5.435,"CLL19"
1853,"GDC-0152","Duvelisib",7.104,"CLL19"
1854,"GDC-0152","Ibrutinib",13.865,"CLL19"
1855,"GDC-0152","MK-2206",1.424,"CLL19"
1856,"GDC-0152","Selumetinib",8.296,"CLL19"
1857,"Gefitinib","Duvelisib",-1.429,"CLL19"
1858,"Gefitinib","Ibrutinib",-2.815,"CLL19"
1859,"Gefitinib","MK-2206",-2.472,"CLL19"
1860,"Gefitinib","Selumetinib",3.012,"CLL19"
1861,"GSK429286A","Duvelisib",7.563,"CLL19"
1862,"GSK429286A","Ibrutinib",10.476,"CLL19"
1863,"GSK429286A","MK-2206",3.315,"CLL19"
1864,"GSK429286A","Selumetinib",11.567,"CLL19"
1865,"Ibrutinib","Duvelisib",5.469,"CLL19"
1866,"Ibrutinib","Ibrutinib",10.393,"CLL19"
1867,"Ibrutinib","MK-2206",-2.101,"CLL19"
1868,"Ibrutinib","Selumetinib",8.676,"CLL19"
1869,"KX2-391","Duvelisib",8.748,"CLL19"
1870,"KX2-391","Ibrutinib",10.793,"CLL19"
1871,"KX2-391","MK-2206",5.477,"CLL19"
1872,"KX2-391","Selumetinib",12.001,"CLL19"
1873,"Lenalidomide","Duvelisib",14.369,"CLL19"
1874,"Lenalidomide","Ibrutinib",12.681,"CLL19"
1875,"Lenalidomide","MK-2206",13.673,"CLL19"
1876,"Lenalidomide","Selumetinib",11.257,"CLL19"
1877,"MK-2206","Duvelisib",5.222,"CLL19"
1878,"MK-2206","Ibrutinib",4.154,"CLL19"
1879,"MK-2206","MK-2206",6.768,"CLL19"
1880,"MK-2206","Selumetinib",8.235,"CLL19"
1881,"Onalespib","Duvelisib",8.215,"CLL19"
1882,"Onalespib","Ibrutinib",14.365,"CLL19"
1883,"Onalespib","MK-2206",6.297,"CLL19"
1884,"Onalespib","Selumetinib",8.076,"CLL19"
1885,"PRT062607","Duvelisib",7.771,"CLL19"
1886,"PRT062607","Ibrutinib",7.816,"CLL19"
1887,"PRT062607","MK-2206",3.148,"CLL19"
1888,"PRT062607","Selumetinib",9.54,"CLL19"
1889,"Quizartinib","Duvelisib",7.201,"CLL19"
1890,"Quizartinib","Ibrutinib",11.075,"CLL19"
1891,"Quizartinib","MK-2206",7.287,"CLL19"
1892,"Quizartinib","Selumetinib",9.077,"CLL19"
1893,"Ruxolitinib","Duvelisib",1.46,"CLL19"
1894,"Ruxolitinib","Ibrutinib",1.598,"CLL19"
1895,"Ruxolitinib","MK-2206",-1.036,"CLL19"
1896,"Ruxolitinib","Selumetinib",6.495,"CLL19"
1897,"Selinexor","Duvelisib",3.252,"CLL19"
1898,"Selinexor","Ibrutinib",10.047,"CLL19"
1899,"Selinexor","MK-2206",1.035,"CLL19"
1900,"Selinexor","Selumetinib",7.486,"CLL19"
1901,"Selumetinib","Duvelisib",9.152,"CLL19"
1902,"Selumetinib","Ibrutinib",11.007,"CLL19"
1903,"Selumetinib","MK-2206",-2.848,"CLL19"
1904,"Selumetinib","Selumetinib",3.047,"CLL19"
1905,"Tipifarnib","Duvelisib",13.905,"CLL19"
1906,"Tipifarnib","Ibrutinib",21.48,"CLL19"
1907,"Tipifarnib","MK-2206",7.735,"CLL19"
1908,"Tipifarnib","Selumetinib",13.246,"CLL19"
1909,"Trametinib","Duvelisib",3.154,"CLL19"
1910,"Trametinib","Ibrutinib",17.225,"CLL19"
1911,"Trametinib","MK-2206",-2.622,"CLL19"
1912,"Trametinib","Selumetinib",6.166,"CLL19"
1913,"Venetoclax","Duvelisib",8.611,"CLL19"
1914,"Venetoclax","Ibrutinib",17.831,"CLL19"
1915,"Venetoclax","MK-2206",7.166,"CLL19"
1916,"Venetoclax","Selumetinib",14.027,"CLL19"
1917,"Vismodegib","Duvelisib",3.664,"CLL19"
1918,"Vismodegib","Ibrutinib",4.109,"CLL19"
1919,"Vismodegib","MK-2206",3.016,"CLL19"
1920,"Vismodegib","Selumetinib",9.264,"CLL19"
1921,"AZD8055","Duvelisib",1.191,"CLL20"
1922,"AZD8055","Ibrutinib",1.683,"CLL20"
1923,"AZD8055","MK-2206",4.9,"CLL20"
1924,"AZD8055","Selumetinib",8.287,"CLL20"
1925,"Birinapant","Duvelisib",11.639,"CLL20"
1926,"Birinapant","Ibrutinib",10.387,"CLL20"
1927,"Birinapant","MK-2206",0.165,"CLL20"
1928,"Birinapant","Selumetinib",8.146,"CLL20"
1929,"BX-912","Duvelisib",8.359,"CLL20"
1930,"BX-912","Ibrutinib",6.544,"CLL20"
1931,"BX-912","MK-2206",10.343,"CLL20"
1932,"BX-912","Selumetinib",8.724,"CLL20"
1933,"CHIR-99021","Duvelisib",1.45,"CLL20"
1934,"CHIR-99021","Ibrutinib",-0.316,"CLL20"
1935,"CHIR-99021","MK-2206",4.629,"CLL20"
1936,"CHIR-99021","Selumetinib",5.132,"CLL20"
1937,"Dasatinib","Duvelisib",15.953,"CLL20"
1938,"Dasatinib","Ibrutinib",10.794,"CLL20"
1939,"Dasatinib","MK-2206",10.365,"CLL20"
1940,"Dasatinib","Selumetinib",11.86,"CLL20"
1941,"Duvelisib","Duvelisib",13.178,"CLL20"
1942,"Duvelisib","Ibrutinib",14.375,"CLL20"
1943,"Duvelisib","MK-2206",13.751,"CLL20"
1944,"Duvelisib","Selumetinib",8.642,"CLL20"
1945,"Fludarabine","Duvelisib",5.461,"CLL20"
1946,"Fludarabine","Ibrutinib",3.675,"CLL20"
1947,"Fludarabine","MK-2206",-2.565,"CLL20"
1948,"Fludarabine","Selumetinib",4.409,"CLL20"
1949,"GDC-0152","Duvelisib",-0.898,"CLL20"
1950,"GDC-0152","Ibrutinib",-3.771,"CLL20"
1951,"GDC-0152","MK-2206",-2.377,"CLL20"
1952,"GDC-0152","Selumetinib",6.837,"CLL20"
1953,"Gefitinib","Duvelisib",14.092,"CLL20"
1954,"Gefitinib","Ibrutinib",6.215,"CLL20"
1955,"Gefitinib","MK-2206",5.819,"CLL20"
1956,"Gefitinib","Selumetinib",5.139,"CLL20"
1957,"GSK429286A","Duvelisib",17.089,"CLL20"
1958,"GSK429286A","Ibrutinib",15.262,"CLL20"
1959,"GSK429286A","MK-2206",13.282,"CLL20"
1960,"GSK429286A","Selumetinib",10.883,"CLL20"
1961,"Ibrutinib","Duvelisib",12.345,"CLL20"
1962,"Ibrutinib","Ibrutinib",9.929,"CLL20"
1963,"Ibrutinib","MK-2206",5.865,"CLL20"
1964,"Ibrutinib","Selumetinib",7.682,"CLL20"
1965,"KX2-391","Duvelisib",12.481,"CLL20"
1966,"KX2-391","Ibrutinib",10.323,"CLL20"
1967,"KX2-391","MK-2206",8.673,"CLL20"
1968,"KX2-391","Selumetinib",10.015,"CLL20"
1969,"Lenalidomide","Duvelisib",11.964,"CLL20"
1970,"Lenalidomide","Ibrutinib",9.381,"CLL20"
1971,"Lenalidomide","MK-2206",5.218,"CLL20"
1972,"Lenalidomide","Selumetinib",6.143,"CLL20"
1973,"MK-2206","Duvelisib",13.06,"CLL20"
1974,"MK-2206","Ibrutinib",9.299,"CLL20"
1975,"MK-2206","MK-2206",8.074,"CLL20"
1976,"MK-2206","Selumetinib",10.293,"CLL20"
1977,"Onalespib","Duvelisib",5.384,"CLL20"
1978,"Onalespib","Ibrutinib",8.7,"CLL20"
1979,"Onalespib","MK-2206",9.491,"CLL20"
1980,"Onalespib","Selumetinib",8.999,"CLL20"
1981,"PRT062607","Duvelisib",15.977,"CLL20"
1982,"PRT062607","Ibrutinib",17.863,"CLL20"
1983,"PRT062607","MK-2206",14.647,"CLL20"
1984,"PRT062607","Selumetinib",9.221,"CLL20"
1985,"Quizartinib","Duvelisib",7.343,"CLL20"
1986,"Quizartinib","Ibrutinib",2.006,"CLL20"
1987,"Quizartinib","MK-2206",6.704,"CLL20"
1988,"Quizartinib","Selumetinib",7.239,"CLL20"
1989,"Ruxolitinib","Duvelisib",5.697,"CLL20"
1990,"Ruxolitinib","Ibrutinib",2.705,"CLL20"
1991,"Ruxolitinib","MK-2206",1.174,"CLL20"
1992,"Ruxolitinib","Selumetinib",7.155,"CLL20"
1993,"Selinexor","Duvelisib",11.133,"CLL20"
1994,"Selinexor","Ibrutinib",9.7,"CLL20"
1995,"Selinexor","MK-2206",9.052,"CLL20"
1996,"Selinexor","Selumetinib",8.577,"CLL20"
1997,"Selumetinib","Duvelisib",14.293,"CLL20"
1998,"Selumetinib","Ibrutinib",6.66,"CLL20"
1999,"Selumetinib","MK-2206",6.064,"CLL20"
2000,"Selumetinib","Selumetinib",4.165,"CLL20"
2001,"Tipifarnib","Duvelisib",19.122,"CLL20"
2002,"Tipifarnib","Ibrutinib",13.221,"CLL20"
2003,"Tipifarnib","MK-2206",15.79,"CLL20"
2004,"Tipifarnib","Selumetinib",10.393,"CLL20"
2005,"Trametinib","Duvelisib",14.866,"CLL20"
2006,"Trametinib","Ibrutinib",11.115,"CLL20"
2007,"Trametinib","MK-2206",5.679,"CLL20"
2008,"Trametinib","Selumetinib",0.394,"CLL20"
2009,"Venetoclax","Duvelisib",9.901,"CLL20"
2010,"Venetoclax","Ibrutinib",12.143,"CLL20"
2011,"Venetoclax","MK-2206",11.024,"CLL20"
2012,"Venetoclax","Selumetinib",9.423,"CLL20"
2013,"Vismodegib","Duvelisib",1.566,"CLL20"
2014,"Vismodegib","Ibrutinib",1.286,"CLL20"
2015,"Vismodegib","MK-2206",-2.699,"CLL20"
2016,"Vismodegib","Selumetinib",3.554,"CLL20"
2017,"AZD8055","Duvelisib",5.516,"CLL21"
2018,"AZD8055","Ibrutinib",1.341,"CLL21"
2019,"AZD8055","MK-2206",2.013,"CLL21"
2020,"AZD8055","Selumetinib",2.669,"CLL21"
2021,"Birinapant","Duvelisib",7.362,"CLL21"
2022,"Birinapant","Ibrutinib",4.997,"CLL21"
2023,"Birinapant","MK-2206",2.472,"CLL21"
2024,"Birinapant","Selumetinib",6.328,"CLL21"
2025,"BX-912","Duvelisib",2.612,"CLL21"
2026,"BX-912","Ibrutinib",1.578,"CLL21"
2027,"BX-912","MK-2206",1.044,"CLL21"
2028,"BX-912","Selumetinib",4.023,"CLL21"
2029,"CHIR-99021","Duvelisib",3.587,"CLL21"
2030,"CHIR-99021","Ibrutinib",2.803,"CLL21"
2031,"CHIR-99021","MK-2206",4.791,"CLL21"
2032,"CHIR-99021","Selumetinib",6.951,"CLL21"
2033,"Dasatinib","Duvelisib",5.97,"CLL21"
2034,"Dasatinib","Ibrutinib",4.646,"CLL21"
2035,"Dasatinib","MK-2206",6.179,"CLL21"
2036,"Dasatinib","Selumetinib",8.427,"CLL21"
2037,"Duvelisib","Duvelisib",6.355,"CLL21"
2038,"Duvelisib","Ibrutinib",2.256,"CLL21"
2039,"Duvelisib","MK-2206",3.372,"CLL21"
2040,"Duvelisib","Selumetinib",5.329,"CLL21"
2041,"Fludarabine","Duvelisib",2.978,"CLL21"
2042,"Fludarabine","Ibrutinib",-1.224,"CLL21"
2043,"Fludarabine","MK-2206",-1.678,"CLL21"
2044,"Fludarabine","Selumetinib",1.404,"CLL21"
2045,"GDC-0152","Duvelisib",4.179,"CLL21"
2046,"GDC-0152","Ibrutinib",1.697,"CLL21"
2047,"GDC-0152","MK-2206",-0.49,"CLL21"
2048,"GDC-0152","Selumetinib",1.78,"CLL21"
2049,"Gefitinib","Duvelisib",0.372,"CLL21"
2050,"Gefitinib","Ibrutinib",-0.166,"CLL21"
2051,"Gefitinib","MK-2206",-1.347,"CLL21"
2052,"Gefitinib","Selumetinib",2.818,"CLL21"
2053,"GSK429286A","Duvelisib",7.909,"CLL21"
2054,"GSK429286A","Ibrutinib",2.043,"CLL21"
2055,"GSK429286A","MK-2206",3.801,"CLL21"
2056,"GSK429286A","Selumetinib",4.604,"CLL21"
2057,"Ibrutinib","Duvelisib",2.8,"CLL21"
2058,"Ibrutinib","Ibrutinib",1.129,"CLL21"
2059,"Ibrutinib","MK-2206",-0.048,"CLL21"
2060,"Ibrutinib","Selumetinib",6.323,"CLL21"
2061,"KX2-391","Duvelisib",6.562,"CLL21"
2062,"KX2-391","Ibrutinib",2.297,"CLL21"
2063,"KX2-391","MK-2206",4.703,"CLL21"
2064,"KX2-391","Selumetinib",6.855,"CLL21"
2065,"Lenalidomide","Duvelisib",9.903,"CLL21"
2066,"Lenalidomide","Ibrutinib",3.684,"CLL21"
2067,"Lenalidomide","MK-2206",6.765,"CLL21"
2068,"Lenalidomide","Selumetinib",6.966,"CLL21"
2069,"MK-2206","Duvelisib",5.529,"CLL21"
2070,"MK-2206","Ibrutinib",-0.235,"CLL21"
2071,"MK-2206","MK-2206",2.363,"CLL21"
2072,"MK-2206","Selumetinib",2.405,"CLL21"
2073,"Onalespib","Duvelisib",8.566,"CLL21"
2074,"Onalespib","Ibrutinib",5.393,"CLL21"
2075,"Onalespib","MK-2206",6.345,"CLL21"
2076,"Onalespib","Selumetinib",7.078,"CLL21"
2077,"PRT062607","Duvelisib",4.385,"CLL21"
2078,"PRT062607","Ibrutinib",1.33,"CLL21"
2079,"PRT062607","MK-2206",5.834,"CLL21"
2080,"PRT062607","Selumetinib",4.758,"CLL21"
2081,"Quizartinib","Duvelisib",3.595,"CLL21"
2082,"Quizartinib","Ibrutinib",1.623,"CLL21"
2083,"Quizartinib","MK-2206",4.806,"CLL21"
2084,"Quizartinib","Selumetinib",5.808,"CLL21"
2085,"Ruxolitinib","Duvelisib",-0.928,"CLL21"
2086,"Ruxolitinib","Ibrutinib",-2.649,"CLL21"
2087,"Ruxolitinib","MK-2206",-3.105,"CLL21"
2088,"Ruxolitinib","Selumetinib",2.276,"CLL21"
2089,"Selinexor","Duvelisib",5.515,"CLL21"
2090,"Selinexor","Ibrutinib",4.182,"CLL21"
2091,"Selinexor","MK-2206",4.893,"CLL21"
2092,"Selinexor","Selumetinib",7.663,"CLL21"
2093,"Selumetinib","Duvelisib",3.258,"CLL21"
2094,"Selumetinib","Ibrutinib",-1.699,"CLL21"
2095,"Selumetinib","MK-2206",-2.58,"CLL21"
2096,"Selumetinib","Selumetinib",2.982,"CLL21"
2097,"Tipifarnib","Duvelisib",9.38,"CLL21"
2098,"Tipifarnib","Ibrutinib",3.472,"CLL21"
2099,"Tipifarnib","MK-2206",5.794,"CLL21"
2100,"Tipifarnib","Selumetinib",4.66,"CLL21"
2101,"Trametinib","Duvelisib",5.182,"CLL21"
2102,"Trametinib","Ibrutinib",1.299,"CLL21"
2103,"Trametinib","MK-2206",3.618,"CLL21"
2104,"Trametinib","Selumetinib",5.737,"CLL21"
2105,"Venetoclax","Duvelisib",9.721,"CLL21"
2106,"Venetoclax","Ibrutinib",3.329,"CLL21"
2107,"Venetoclax","MK-2206",8.887,"CLL21"
2108,"Venetoclax","Selumetinib",6.525,"CLL21"
2109,"Vismodegib","Duvelisib",-0.966,"CLL21"
2110,"Vismodegib","Ibrutinib",-0.555,"CLL21"
2111,"Vismodegib","MK-2206",-4.116,"CLL21"
2112,"Vismodegib","Selumetinib",0.726,"CLL21"
2209,"AZD8055","Duvelisib",-1.74,"CLL22"
2210,"AZD8055","Ibrutinib",-7.915,"CLL22"
2211,"AZD8055","MK-2206",-3.644,"CLL22"
2212,"AZD8055","Selumetinib",1.257,"CLL22"
2213,"Birinapant","Duvelisib",3.82,"CLL22"
2214,"Birinapant","Ibrutinib",8.178,"CLL22"
2215,"Birinapant","MK-2206",-1.479,"CLL22"
2216,"Birinapant","Selumetinib",11.273,"CLL22"
2217,"BX-912","Duvelisib",1.224,"CLL22"
